ID,Plot,Treatment,Block,Replicate,P,N,K,Collection,Type,Bottle,Date_collected,Coord_x,Coord_y,LAI,Volume_mL,Rain_cm,PO4_ppm,NH4_ppm,NO3_ppm,N_ppm,K_ppm,Ca_ppm,Mg_ppm,Na_ppm,P_total_ppm,PO4.dep,NH4.dep,NO3.dep,N.dep,K.dep,Ca.dep,Mg.dep,Na.dep,P.total.dep,PO4.rain,NH4.rain,NO3.rain,K.rain
2-27,9,NK,1,2,FALSE,TRUE,TRUE,2,Tfall,27,2018-07-03,275,190,12.974,70,1.08954099905075,0.06497509564000001,0.18382315,0.1436671,0.32749025,1.97,1.65,0.58,11.96,0.08,0.560475255058534,1.58565871842267,1.23927258163894,2.82493130006161,16.9932224276032,14.2329020332717,5.00308071472582,103.166974738139,0.690080098582871,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-28,10,NK,2,1,FALSE,TRUE,TRUE,2,Tfall,28,2018-07-03,65,205,9.8019,110,1.08954099905075,0.086985683915,0.187935,0.13621729999999999,0.3241523,1.63,2.03,0.91,16.35,0.1,1.17910354043746,2.54748613678373,1.84644522489217,4.39393136167591,22.0948860135551,27.516943930992,12.3351817621688,221.626617375231,1.35551447935921,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-29,10,NK,2,1,FALSE,TRUE,TRUE,2,Tfall,29,2018-07-03,55,215,6.3841,90,1.08954099905075,0.081816524985,0.24311375000000002,0.09207005,0.33518380000000003,2.52,1.46,0.56,9.09,0.09,0.90739214401109,2.6962707948244,1.02110961182994,3.71738040665434,27.9482439926063,16.1922365988909,6.21072088724584,100.813308687616,0.99815157116451,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-30,10,NK,2,1,FALSE,TRUE,TRUE,2,Tfall,30,2018-07-03,50,220,8.0687,65,1.08954099905075,0.12850564571,0.41090465,0.1420116,0.55291625,2.38,1.03,0.45,9.46,0.14,1.02931201123229,3.29128801601972,1.13749279112754,4.42878080714726,19.0634627233518,8.25015403573629,3.60443622920518,75.7732593961799,1.12138016019717,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-31,11,N,2,2,FALSE,TRUE,FALSE,2,Tfall,31,2018-07-03,135,225,8.3501,60,1.08954099905075,0.10716201418,0.40413995,0.23844569999999998,0.64258565,2.93,1.88,1.02,13.6,0.13,0.79232542831793,2.98809574861368,1.76299963031423,4.75109537892791,21.6635859519408,13.9001848428835,7.54158964879852,100.554528650647,0.961182994454713,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-32,11,N,2,2,FALSE,TRUE,FALSE,2,Tfall,32,2018-07-03,135,255,4.6611,70,1.08954099905075,0.126337967925,0.37562215,0.16118805,0.5368102,3.96,1.58,0.79,9,0.13,1.08979146700555,3.24011712877388,1.39040831792976,4.63052544670363,34.1589648798521,13.6290819470117,6.81454097350585,77.634011090573,1.12138016019717,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-33,11,N,2,2,FALSE,TRUE,FALSE,2,Tfall,33,2018-07-03,120,235,10.717,70,1.08954099905075,0.12383675317,0.1814356,0.0999338,0.2813694,3.86,1.48,1.06,10.76,0.14,1.0682159854467,1.56506370918053,0.862029081947012,2.42709279112754,33.2963647566235,12.7664818237831,9.14356130622304,92.8157732593962,1.20764017252002,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-34,12,C,1,2,FALSE,FALSE,FALSE,2,Tfall,34,2018-07-02,295,250,9.5958,70,1.08954099905075,0.1428458603,0.3492266,0.1251805,0.4744071,9.65,1.58,0.76,11.85,0.16,1.23218856697474,3.01242908194701,1.07980714725816,4.09223622920518,83.2409118915588,13.6290819470117,6.55576093653728,102.218114602588,1.38016019716574,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-35,12,C,1,2,FALSE,FALSE,FALSE,2,Tfall,35,2018-07-02,285,255,8.0474,70,1.08954099905075,0.163522456955,0.11352335,0.18988380000000002,0.30340715,3.63,1.75,0.82,13.93,0.17,1.41054491520025,0.979252556993222,1.63793789279113,2.61719044978435,31.3123844731978,15.0955021565003,7.07332101047443,120.160197165742,1.4664202094886,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-36,12,C,1,2,FALSE,FALSE,FALSE,2,Tfall,36,2018-07-02,285,250,9.3702,NA,1.08954099905075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-38,13,PK,1,2,TRUE,FALSE,TRUE,2,Tfall,38,2018-07-02,200,305,7.4827,60,1.08954099905075,0.15218368444500002,0.09150494999999999,0.18243389999999998,0.27393885,1.35,2.17,0.78,12.38,0.18,1.12520284247689,0.676561552680222,1.34886432532347,2.0254258780037,9.9815157116451,16.0443622920518,5.76709796672828,91.5341959334566,1.33086876155268,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-39,13,PK,1,2,TRUE,FALSE,TRUE,2,Tfall,39,2018-07-02,175,285,8.9621,60,1.08954099905075,0.22321780065,0.29205824999999996,0.0865517,0.37860995000000003,3.54,1.89,0.91,9.39,0.24,1.65040887726433,2.15939556377079,0.639938632162662,2.79933419593346,26.173752310536,13.9741219963031,6.72828096118299,69.4269870609981,1.77449168207024,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-40,14,P,2,2,TRUE,FALSE,FALSE,2,Tfall,40,2018-07-03,80,300,4.8649,90,1.08954099905075,0.55170905712,0.2457665,0.0739973,0.3197638,2.72,2.99,1.14,11.59,0.6,6.11876957988909,2.72569131238447,0.820672458410351,3.54636377079482,30.1663585951941,33.1608133086876,12.6432532347505,128.539741219963,6.6543438077634,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-41,14,P,2,2,TRUE,FALSE,FALSE,2,Tfall,41,2018-07-03,75,295,10.545,70,1.08954099905075,1.203350447,0.6013772000000001,0.151117,0.7524942,6.74,2.59,1.31,10.93,1.25,10.3801024386938,5.18748046826864,1.30353542821935,6.49101589648799,58.1392483056069,22.3413431916205,11.3000616142945,94.2821934688848,10.7825015403574,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-42,14,P,2,2,TRUE,FALSE,FALSE,2,Tfall,42,2018-07-03,80,295,9.6225,70,1.08954099905075,0.90153855415,0.8624149,0.21002595,1.07244085,14.51,1.75,1.11,9.66,0.94,7.77667267905114,7.43919199014171,1.81168410351201,9.25087609365373,125.163277880468,15.0955021565003,9.57486136783734,83.3271719038817,8.10844115834874,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-43,15,NP,1,2,TRUE,TRUE,FALSE,2,Tfall,43,2018-07-02,250,325,6.2912,90,1.08954099905075,0.17902989468000002,0.39445715000000003,0.12656005,0.5210172,1.36,1.06,0.52,10.41,0.19,1.98554411844732,4.37475582255083,1.40362347504621,5.77837929759704,15.083179297597,11.7560073937153,5.76709796672828,115.452865064695,2.10720887245841,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-44,15,NP,1,2,TRUE,TRUE,FALSE,2,Tfall,44,2018-07-02,265,355,9.0857,70,1.08954099905075,0.5858921822,0.2567757,0.37806124999999996,0.63483695,6.22,2.53,1.81,8.81,0.66,5.05390668564387,2.21494750462107,3.26115680837954,5.47610431300062,53.6537276648182,21.8237831176833,15.6130622304375,75.9950708564387,5.69316081330869,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-45,15,NP,1,2,TRUE,TRUE,FALSE,2,Tfall,45,2018-07-02,255,345,4.2507,110,1.08954099905075,0.034960674840000004,0.03752005,0.18836619999999998,0.22588624999999998,0.0422586666666667,1.21,0.45,10.13,0.02,0.473897009537893,0.508589710412816,2.55333111521873,3.06192082563155,0.572822345450811,16.4017252002465,6.09981515711645,137.313616759088,0.271102895871842,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-49,17,NPK,2,2,TRUE,TRUE,TRUE,2,Tfall,49,2018-07-03,165,365,5.4728,60,1.08954099905075,0.120668542605,0.17069165,0.041576749999999996,0.21226840000000002,0.89,1.08,0.45,9.05,0.13,0.892188854750462,1.26204547134935,0.307406654343808,1.56945212569316,6.58040665434381,7.98521256931608,3.3271719038817,66.913123844732,0.961182994454713,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-50,17,NPK,2,2,TRUE,TRUE,TRUE,2,Tfall,50,2018-07-03,155,370,6.7115,40,1.08954099905075,0.61457261138,0.37005119999999997,0.5323006,0.9023518,NA,NA,NA,NA,NA,3.02931663033888,1.82403548983364,2.62378607516944,4.44782156500308,NA,NA,NA,NA,NA,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-51,17,NPK,2,2,TRUE,TRUE,TRUE,2,Tfall,51,2018-07-03,155,360,8.8043,80,1.08954099905075,0.11499915635,0.2680502,0.10117545,0.36922564999999996,1.84,2.99,1.32,9.81,0.12,1.1336947021565,2.64251583487369,0.997416635859519,3.63993247073321,18.1392483056069,29.4762784966112,13.0129390018484,96.7097966728281,1.18299445471349,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-52,18,K,2,2,FALSE,FALSE,TRUE,2,Tfall,52,2018-07-03,85,400,7.5575,90,1.08954099905075,0.07264546932499999,0.09906555,0.16008435000000001,0.2591499,1.06,1.93,0.7,11.22,0.07,0.805679881608133,1.09869371534196,1.77542717190388,2.87412088724584,11.7560073937153,21.4048059149723,7.7634011090573,124.436229205176,0.77634011090573,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-53,18,K,2,2,FALSE,FALSE,TRUE,2,Tfall,53,2018-07-03,100,405,8.1339,50,1.08954099905075,0.11266471008000001,0.271101,0.08213695,0.35323795,1.38,1.99,0.8,11.2,0.12,0.69417566284658,1.6703696857671,0.506081022797289,2.17645070856439,8.50277264325323,12.2612446087492,4.92914356130622,69.0080098582871,0.739371534195933,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-56,19,K,1,3,FALSE,FALSE,TRUE,2,Tfall,56,2018-07-03,265,415,2.1735,80,1.08954099905075,0.057804988344999995,0.1407148,0.1934707,0.33418549999999997,0.36,1.22,0.46,9.38,0.05,0.569858172224276,1.38720690080099,1.90728971041282,3.2944966112138,3.54898336414048,12.0271102895872,4.53481207640172,92.4707332101048,0.492914356130622,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-57,19,K,1,3,FALSE,FALSE,TRUE,2,Tfall,57,2018-07-03,265,405,4.4853,130,1.08954099905075,0.031625734855000004,0.09243345,0.19250495,0.2849384,0.16,1.1,0.4,8.43,0.02,0.506635308829328,1.48075767097967,3.08387473813925,4.56463240911892,2.56315465187924,17.6216882316697,6.40788662969809,135.046210720887,0.320394331484904,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-58,20,NPK,1,3,TRUE,TRUE,TRUE,2,Tfall,58,2018-07-03,355,425,7.8077,100,1.08954099905075,0.30825871167,0.14575515,0.08903495,0.2347901,4.01,1.95,0.64,10.84,0.36,3.79862860961183,1.79612014787431,1.0971651263093,2.89328527418361,49.4146642020949,24.0295748613678,7.88662969808996,133.579790511399,4.4362292051756,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-59,20,NPK,1,3,TRUE,TRUE,TRUE,2,Tfall,59,2018-07-03,350,425,9.9394,70,1.08954099905075,0.17969689048999998,0.57803235,0.0762047,0.65423705,2.07,2.54,1.3,10.42,0.2,1.55006559880468,4.98610776340111,0.657341836105977,5.64344959950708,17.8558225508318,21.9100431300062,11.2138016019717,89.882932840419,1.72520024645718,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-60,20,NPK,1,3,TRUE,TRUE,TRUE,2,Tfall,60,2018-07-03,330,425,11.572,30,1.08954099905075,0.55737848244,0.4453913,0.3708873,0.8162786,NA,NA,NA,NA,NA,2.06054891844732,1.64654824399261,1.37111756007394,3.01766580406654,NA,NA,NA,NA,NA,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-61,21,PK,2,3,TRUE,FALSE,TRUE,2,Tfall,61,2018-07-02,185,450,11.141,70,1.08954099905075,0.30292282332000003,0.1468163,0.0699965,0.2168128,1.82,2.31,0.79,10.94,0.34,2.61301264724584,1.26643758471965,0.603789895255699,1.87022747997535,15.6993222427603,19.9260628465804,6.81454097350585,94.3684534812076,2.9328404189772,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-62,21,PK,2,3,TRUE,FALSE,TRUE,2,Tfall,62,2018-07-02,170,455,15.938,70,1.08954099905075,1.2383671410500001,0.4269542,0.15291045,0.57986465,3.87,2.26,0.86,11.64,1.29,10.6821564847197,3.68290745532964,1.31900573012939,5.00191318545903,33.3826247689464,19.4947627849661,7.41836105976587,100.406654343808,11.1275415896488,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-63,21,PK,2,3,TRUE,FALSE,TRUE,2,Tfall,63,2018-07-02,170,425,14.731,55,1.08954099905075,0.31192714955999995,0.5983265,0.11179835,0.71012485,7.17,2.19,0.91,10.06,0.37,2.11410883866913,4.0552011706716,0.757721410967344,4.81292258163894,48.5951940850277,14.8428835489834,6.16759088108441,68.1823783117683,2.50770178681454,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-64,22,NP,2,3,TRUE,TRUE,FALSE,2,Tfall,64,2018-07-03,80,485,14.357,70,1.08954099905075,0.480007945105,0.38336180000000003,0.1424925,0.5258543,3,1.47,0.77,20.72,0.54,4.14054912598275,3.30687935921134,1.2291404805915,4.53601983980283,25.8780036968577,12.6802218114603,6.64202094886013,178.730745532964,4.65804066543438,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-65,22,NP,2,3,TRUE,TRUE,FALSE,2,Tfall,65,2018-07-02,105,485,8.915,35,1.08954099905075,0.321598432545,0.0968106,0.23513465,0.33194524999999997,NA,NA,NA,NA,NA,1.38705423771719,0.417544177449168,1.01413589032656,1.43168006777572,NA,NA,NA,NA,NA,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-66,22,NP,2,3,TRUE,TRUE,FALSE,2,Tfall,66,2018-07-03,100,475,4.8727,55,1.08954099905075,0.09215480377999999,0.2827734,0.1734665,0.4562399,2.9,1.32,0.72,10.43,0.11,0.624585854331485,1.91651719038817,1.17568176216882,3.09219895255699,19.6549599507086,8.94639556377079,4.87985212569316,70.6900800985829,0.745532963647566,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-67,23,N,1,3,FALSE,TRUE,FALSE,2,Tfall,67,2018-07-02,275,500,9.8441,45,1.08954099905075,0.29641967277,0.3684595,0.2187174,0.5871769,NA,NA,NA,NA,NA,1.64373201166359,2.0432134935305,1.21285064695009,3.25606414048059,NA,NA,NA,NA,NA,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-70,24,P,1,3,TRUE,FALSE,FALSE,2,Tfall,70,2018-07-03,325,510,10.925,110,1.08954099905075,0.28474744141999997,0.21097835,0.06171345,0.2726918,2.38,2.95,1.35,9.6,0.3,3.85979279805299,2.85984208256315,0.836534750462107,3.69637683302526,32.2612446087492,39.9876771410967,18.2994454713494,130.129390018484,4.06654343807763,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-1,1,P,1,1,TRUE,FALSE,FALSE,2,Tfall,1,2018-07-03,195,20,13.58,110,1.08954099905075,0.9905215924499999,0.20716795,0.1934707,0.40063865,8.2,2.35,1.34,26.27,1.02,13.4266636068392,2.80819155884165,2.62252335181762,5.43071491065927,111.152187307455,31.8545902649415,18.1638940234134,356.093653727665,13.826247689464,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-10,4,N,1,1,FALSE,TRUE,FALSE,2,Tfall,10,2018-07-03,190,115,3.5124,100,1.08954099905075,0.10639774652,0.11630885,0.01412265,0.1304315,1.29,1.17,0.44,9.82,0.11,1.31112441799137,1.43325754775108,0.174031423290203,1.60728897104128,15.8964879852126,14.4177449168207,5.42205791743685,121.010474430068,1.35551447935921,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-11,4,N,1,1,FALSE,TRUE,FALSE,2,Tfall,11,2018-07-03,185,100,1.9956,115,1.08954099905075,0.02309186841,0.1098094,0.25941559999999997,0.369225,0.69,0.86,0.39,9.09,0.02,0.327241511663586,1.55614060382009,3.67625311152187,5.23239371534196,9.77818853974122,12.1873074553296,5.5268022181146,128.817005545286,0.283425754775108,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-13,5,NPK,1,1,TRUE,TRUE,TRUE,2,Tfall,13,2018-07-03,295,90,7.9423,180,1.08954099905075,0.21507931107,0.22003415,0.09951995,0.3195541,2.67,2.48,1.35,10.73,0.23,4.77070560598891,4.88060961182994,2.20746654343808,7.08807615526802,59.2236598890943,55.0092421441774,29.9445471349353,238.003696857671,5.10166358595194,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-2,1,P,1,1,TRUE,FALSE,FALSE,2,Tfall,2,2018-07-03,200,5,5.7607,120,1.08954099905075,0.027432497755,0.16061095,0.1765016,0.33711255,1.49,0.84,0.4,9.6,0.02,0.405656159038817,2.37502329020333,2.61000517560074,4.98502846580407,22.0332717190388,12.4214417744917,5.91497227356747,141.959334565619,0.295748613678373,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-3,1,P,1,1,TRUE,FALSE,FALSE,2,Tfall,3,2018-07-03,215,5,6.3125,160,1.08954099905075,0.10623078271,0.16989585,0.30618405000000004,0.4760799,1.27,1.77,0.59,10.38,0.11,2.09450711443007,3.34976414048059,6.03690055452865,9.38666469500924,25.0400492914356,34.8983364140481,11.6327788046827,204.658040665434,2.16882316697474,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-4,2,K,1,1,FALSE,FALSE,TRUE,2,Tfall,4,2018-07-03,265,5,7.9329,120,1.08954099905075,0.083693129455,0.23011484999999998,0.17995065,0.41006549999999997,3.61,1.51,0.95,9.59,0.1,1.23760635053604,3.40280739371534,2.66100776340111,6.06381515711645,53.3826247689464,22.3290203327172,14.0480591497227,141.81146025878,1.47874306839187,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-5,2,K,1,1,FALSE,FALSE,TRUE,2,Tfall,5,2018-07-03,285,10,3.8034,80,1.08954099905075,0.076514466925,0.2065048,0.1966438,0.40314859999999997,2.07,1.16,0.52,11.79,0.09,0.754301583980283,2.03578361059766,1.93857104128158,3.97435465187924,20.4066543438078,11.4356130622304,5.12630930375847,116.229205175601,0.88724584103512,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-6,2,K,1,1,FALSE,FALSE,TRUE,2,Tfall,6,2018-07-03,290,15,8.6915,170,1.08954099905075,0.13494543283,0.3622254,0.1271119,0.48933730000000003,2.76,1.18,0.89,8.58,0.14,2.82695299828712,7.58820924214418,2.6628494146642,10.2510586568084,57.818853974122,24.7196549599507,18.6444855206408,179.741219963031,2.9328404189772,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-7,3,NP,2,1,TRUE,TRUE,FALSE,2,Tfall,7,2018-07-03,115,85,3.6854,60,1.08954099905075,0.10923581876999999,0.44791149999999996,0.18064044999999998,0.6285519500000001,1.88,1.53,0.94,9.62,0.13,0.807658549131238,3.31173012939002,1.33560406654344,4.64733419593346,13.9001848428835,11.3123844731978,6.95009242144177,71.1275415896488,0.961182994454713,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-8,3,NP,2,1,TRUE,TRUE,FALSE,2,Tfall,8,2018-07-03,120,65,9.6199,65,1.08954099905075,1.1557974038,0.3998954,0.55478805,0.95468345,18.19,1.56,3.06,9.2,1.18,9.25777341306223,3.20310548367221,4.44377365988909,7.64687914356131,145.69932224276,12.4953789279113,24.5101663585952,73.690696241528,9.45163277880468,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
2-9,3,NP,2,1,TRUE,TRUE,FALSE,2,Tfall,9,2018-07-03,130,65,6.2783,90,1.08954099905075,0.094377641345,0.2224217,0.1813302,0.4037519,1.84,1.56,0.81,9.99,0.1,1.04670212212569,2.46678410351201,2.01105582255083,4.47783992606285,20.4066543438078,17.3012939001848,8.98336414048059,110.794824399261,1.1090573012939,0.235683049148921,0.955357488384735,3.17588704040896,5.113141411447586
3-100,34,NK,2,4,FALSE,TRUE,TRUE,3,Tfall,100,2018-07-08,355,670,4.7066,50,0.738156326894705,0.089870165385,0.21942155,0.16194814999999999,0.38136970000000003,0.93,NA,NA,NA,NA,0.553728683826248,1.35195040049291,0.997832101047443,2.34978250154036,5.73012939001848,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-101,34,NK,2,4,FALSE,TRUE,TRUE,3,Tfall,101,2018-07-08,375,675,9.3844,30,0.738156326894705,0.314078029395,0.3055412,0.2830923,0.5886335,NA,NA,NA,NA,NA,1.16110177225508,1.12954232902033,1.04655194085028,2.17609426987061,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-102,34,NK,2,4,FALSE,TRUE,TRUE,3,Tfall,102,2018-07-08,365,645,5.7824,110,0.738156326894705,0.07751613259,0.58770885,0.1768642,0.76457305,5.78,NA,NA,NA,NA,0.60602520148543,4.59473869936034,1.38273361762616,5.9774723169865,45.1883439943141,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-103,35,NP,2,4,TRUE,TRUE,FALSE,3,Tfall,103,2018-07-08,435,725,10.135,90,0.738156326894705,0.34045545963,0.2054084,0.2223905,0.4277989,5.3,NA,NA,NA,NA,3.77584613268022,2.27809685767098,2.46643807763401,4.74453493530499,58.7800369685767,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-104,35,NP,2,4,TRUE,TRUE,FALSE,3,Tfall,104,2018-07-08,435,735,8.0477,30,0.738156326894705,1.0439441519,0.61940855,0.25860194999999997,0.8780105,NA,NA,NA,NA,NA,3.85931294602588,2.28986524953789,0.9560146025878,3.24587985212569,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-105,35,NP,2,4,TRUE,TRUE,FALSE,3,Tfall,105,2018-07-08,460,740,8.2393,110,0.738156326894705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-106,36,C,2,4,FALSE,FALSE,FALSE,3,Tfall,106,2018-07-08,330,750,5.1359,110,0.738156326894705,0.03477808503,0.02106065,0.12692789999999998,0.14798855,0.16,NA,NA,NA,NA,0.471421978225508,0.285480160197166,1.72052606284658,2.00600622304375,2.16882316697474,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-108,36,C,2,4,FALSE,FALSE,FALSE,3,Tfall,108,2018-07-08,325,735,7.9598,110,0.738156326894705,0.06850110254000001,0.24840020000000002,0.123815,0.37221519999999997,0.85,NA,NA,NA,NA,0.535545222416489,1.94200582800284,0.967992181947406,2.90999800995025,6.6453447050462,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-35,12,C,1,2,FALSE,FALSE,FALSE,3,Tfall,35,2018-07-06,290,255,7.5827,95,0.738156326894705,0.0337763803,0.1151895,0.0927983,0.2079878,NA,NA,NA,NA,NA,0.395410490264941,1.34849075785582,1.08636333949476,2.43485409735059,NA,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-36,12,C,1,2,FALSE,FALSE,FALSE,3,Tfall,36,2018-07-06,305,245,8.0701,70,0.738156326894705,0.13377684242000001,0.25154615,0.2087295,0.46027565,1.54,NA,NA,NA,NA,1.15395920756624,2.16983739987677,1.80050092421442,3.97033832409119,13.2840418977203,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-37,13,PK,1,2,TRUE,FALSE,TRUE,3,Tfall,37,2018-07-06,175,300,8.0089,50,0.738156326894705,0.54312741418,0.4524857,0.10311745,0.55560315,3.11,NA,NA,NA,NA,3.34644124571781,2.78795871842267,0.63535089340727,3.42330961182994,19.1620455945779,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-38,13,PK,1,2,TRUE,FALSE,TRUE,3,Tfall,38,2018-07-06,200,280,7.3382,60,0.738156326894705,1.1140607484499998,0.2309231,0.0973846,0.32830770000000004,4.92,NA,NA,NA,NA,8.23704804768946,1.70737966728281,0.720034011090573,2.42741367837338,36.3770794824399,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-39,13,PK,1,2,TRUE,FALSE,TRUE,3,Tfall,39,2018-07-06,185,285,15.346,120,0.738156326894705,0.5883696844999999,0.09985785,0.07012165000000001,0.1699795,4.53,NA,NA,NA,NA,8.70047592606285,1.47664103512015,1.03691903881701,2.51356007393715,66.9870609981516,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-40,14,P,2,2,TRUE,FALSE,FALSE,3,Tfall,40,2018-07-08,80,305,6.935,70,0.738156326894705,0.36149063391999997,0.2725763,0.1506365,0.4232128,1.7,NA,NA,NA,NA,3.11821865365373,2.35124349969193,1.29939063462723,3.65063413431916,14.664202094886,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-42,14,P,2,2,TRUE,FALSE,FALSE,3,Tfall,42,2018-07-08,75,310,11.894,70,0.738156326894705,0.23093915416,0.33078230000000003,0.1470694,0.4778517,1.68,NA,NA,NA,NA,1.99208142836722,2.85332852741836,1.26862082563155,4.12194935304991,14.4916820702403,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-44,15,NP,1,2,TRUE,TRUE,FALSE,3,Tfall,44,2018-07-06,275,345,8.7578,50,0.738156326894705,0.126097327525,0.155342,0.11149305,0.26683505,0.92,NA,NA,NA,NA,0.77693978758472,0.957128773875539,0.686956561922366,1.64408533579791,5.66851509550216,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-45,15,NP,1,2,TRUE,TRUE,FALSE,3,Tfall,45,2018-07-06,265,335,6.8626,50,0.738156326894705,0.21791738332,0.1303088,0.12394469999999999,0.2542535,1.01,NA,NA,NA,NA,1.3426825836106,0.802888478126925,0.763676524953789,1.56656500308071,6.22304374614911,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-49,17,NPK,2,2,TRUE,TRUE,TRUE,3,Tfall,49,2018-07-09,155,365,7.8324,50,0.738156326894705,0.5094044357349999,0.5132895,0.23549065,0.7487801500000001,6.26,NA,NA,NA,NA,3.13865949313001,3.16259704251386,1.45095902649415,4.61355606900801,38.5705483672212,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
3-50,17,NPK,2,2,TRUE,TRUE,TRUE,3,Tfall,50,2018-07-09,150,375,10.309,100,0.738156326894705,0.30472911079,0.26595065,0.14716184999999998,0.4131125,1.8,NA,NA,NA,NA,3.75513383598275,3.27727233518176,1.81345471349353,5.09072704867529,22.181146025878,NA,NA,NA,NA,0.220263081499984,0.336914199541309,1.44350418552701,1.4535631600710464
