"ID","PO4.conc","PO4.range","PO4.pct","NH4.conc","NH4.range","NH4.pct","NO3.conc","NO3.range","NO3.pct","Ca_ppm","P_ppm","Mg_ppm","K_ppm","Na_ppm","Fe_ppm","Zn_ppm","Cu_ppm","Mn_ppm","Mo_ppm","Collection","Bottle","Coord_x","Coord_y","Date_collected","Extra_volume","Volume_mL","Funnel_area","Water_cm","Collector","Photo_number","Notes","Notes.2","Notes.3","Plot","Treatment","Sample","X1.4m","Palm","Plants_above","Canopy","Date_placed","ID.full","Gap_Fraction.4.5","LAI.4.5","Gap_Fraction.2.25","LAI.2.25","Gap_Fraction.9","LAI.9","K_DL","P.dep","K.dep","Mg.dep","Ca.dep","Na.dep","P.fert","N.fert","K.fert","PO4.dep","NH4.dep","NO3.dep","N.conc","N.dep","DI.control","Treatment.DI","Type","Rain_cm","PO4.rain","NH4.rain","NO3.rain","PO4.dep.pct.of.rain","NH4.dep.pct.of.rain","NO3.dep.pct.of.rain","N.dep.pct.of.rain"
"2-79",58.491204135,1.67284143,2.85998801826513,248.9683,10.8542,4.35967149231448,384.1551,9.68219999999997,2.52038824943362,1.22,0.06,0.55,1.97,10.11,0,0.01,0,0,0,2,"79",75,560,"2018-07-02","10",60,81.15,0.739371534195933,"Palani",1682,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","27","NK",181,"Y","N","3","N","","27NK-1",0.0065275,11.182,0.0043796,12.068,0.012173,9.7967,0.0845173333333333,0.44362292051756,14.5656192236599,4.06654343807763,9.02033271719039,74.7504621072089,"FALSE","TRUE","TRUE",0.432467313382625,1.84080073937153,2.84033345656192,633.1234,4.68113419593346,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,183.495298004806,192.681876863064,89.4343350510403,113.310508814164
"2-80",85.424802775,1.33828877,1.56662787214729,134.8628,1.35679999999999,1.00605949157217,212.80625,14.0137,6.58519192927839,1.72,0.1,0.68,0.61,16.63,0,0.02,0,0,0,2,"80",60,550,"2018-07-02","0",45,81.15,0.55452865064695,"Palani",1684,"","The same Whatman #1 filter paper was used for all 3 collectors in this plot","","27","NK",182,"N","Y","4","Y","","27NK-2",0.054726,6.4565,0.058102,6.3235,0.0524,6.553,0.0845173333333333,0.55452865064695,3.3826247689464,3.77079482439926,9.53789279112754,92.2181146025878,"FALSE","TRUE","TRUE",0.473705006146026,0.747852865064695,1.18007162661738,347.66905,1.92792449168207,FALSE,"NK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,200.99239544661,78.2798977510631,37.1572291962064,46.6669178801918
"2-82",67.692105455,0.669183449999998,0.988569413673879,81.40565,5.69850000000001,7.00012836946823,22.73,7.389,32.5076990761109,0.73,0.06,0.51,1.45,10.08,0,0.01,0,0.01,0,2,"82",315,555,"2018-07-02","40",90,81.15,1.1090573012939,"Palani",1628,"","","","28","N",184,"N","N","3","Y","","28N-1",0.064303,6.0981,0.063526,6.1251,0.054579,6.4625,0.0845173333333333,0.66543438077634,16.0813308687616,5.65619223659889,8.09611829944547,111.792975970425,"FALSE","TRUE","FALSE",0.750744237948244,0.902835304990758,0.252088724584104,104.13565,1.15492402957486,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,318.539767988945,94.5023528854337,7.93758472441267,27.9558380416686
"2-83",47.1155152,0.334552659999998,0.71006898381533,235.40045,4.3417,1.84438899755714,208.7295,1.78359999999998,0.854503076948864,1,0.04,0.45,1.04,9.09,0,0.01,0,0.01,0,2,"83",320,580,"2018-07-03","30",80,81.15,0.985828712261245,"Palani",1626,"","","","28","N",185,"N","Y","3","Y","","28N-2",0.15153,4.1932,0.12856,4.5586,0.13314,4.4808,0.0845173333333333,0.394331484904498,10.2526186075169,4.4362292051756,9.85828712261245,89.6118299445471,"FALSE","TRUE","FALSE",0.464478276771411,2.32064522489217,2.05771534195933,444.12995,4.37836056685151,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,197.077506612672,242.908571200483,64.79183030686,105.981636679588
"2-84",76.55849318,0.334552659999992,0.436989608995322,435.25455,15.4673,3.55362166805609,133.05575,2.29310000000001,1.72341293029426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"84",325,565,"2018-07-02","0",40,38.5,1.03896103896104,"Palani",1627,"NO FUNNEL AVAILABLE","","","28","N",186,"Y","Y","3","Y","","28N-3",0.072515,5.831,0.064623,6.0871,0.077675,5.6783,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",0.795412916155844,4.5221251948052,1.3823974025974,568.3103,5.9045225974026,FALSE,"N","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,337.492627928981,473.343774428455,43.5279147214061,142.923580442881
"2-85",162.378008715,2.67665566999999,1.64841020725778,127.8076,14.9246,11.6773963363681,27.0615,0.254799999999999,0.941559041442638,1.26,0.19,0.55,1.88,14.84,0,0.01,0,0,0,2,"85",405,565,"2018-07-03","30",80,81.15,0.985828712261245,"Palani",1701,"","","","29","NPK",187,"N","N","3","N","","29NPK-1",0.055225,6.4363,0.065933,6.0425,0.045824,6.851,0.0845173333333333,1.87307455329636,18.5335797905114,5.42205791743685,12.4214417744917,146.296980899569,"TRUE","TRUE","TRUE",1.60076903231054,1.259964017252,0.266780036968577,154.8691,1.52674405422058,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,679.204142211798,131.884036349815,8.40017398522534,36.9560321007283
"2-86",360.4488485,0.669261580000011,0.185674495225919,287.3652,6.24119999999999,2.17187049788909,160.31865,5.8603,3.65540752744612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"86",395,555,"2018-07-02","0",40,81.15,0.492914356130622,"Palani",1702,"","","","29","NPK",188,"N","N","3","Y","","29NPK-2",0.0054002,11.603,0.0043033,12.108,0.013021,9.6471,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",1.77670412076402,1.41646432532347,0.790233641404806,447.68385,2.20669796672828,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,753.853163042445,148.265371083065,24.8822968622664,53.4148475440795
"2-87",90.77807505,0.669105319999995,0.737078110139982,271.7622,8.68340000000001,3.19521993860809,213.69795,5.0959,2.38462746133035,1.27,0.09,0.56,1.4,9.69,0,0.01,0,0,0,2,"87",385,575,"2018-07-03","90",140,140.7,0.995024875621891,"Palani",1700,"","","","29","NPK",189,"N","N","2","Y","","29NPK-3",0.12869,4.5563,0.11476,4.811,0.15151,4.1935,0.0845173333333333,0.895522388059702,13.9303482587065,5.57213930348259,12.636815920398,96.4179104477612,"TRUE","TRUE","TRUE",0.903264428358209,2.70410149253731,2.12634776119403,485.46015,4.83044925373134,FALSE,"NPK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,383.25387914829,283.046035166298,66.9528775469362,116.924796391605
"2-88",161.039719945,1.33828876999999,0.83103023928324,240.1492,14.9246,6.21471984916044,240.96095,16.3069,6.76744509846927,1.62,0.18,0.77,1.41,9.47,0,0.01,0,0,0,2,"88",205,630,"2018-07-03","40",90,81.15,1.1090573012939,"Palani",1642,"","","","30","P",190,"N","N","2","N","","30P-1",0.23193,3.2474,0.25894,3.0026,0.15692,4.1156,0.0845173333333333,1.99630314232902,15.637707948244,8.53974121996303,17.9667282809612,105.027726432532,"TRUE","FALSE","FALSE",1.78602277203327,2.66339223659889,2.67239500924214,481.11015,5.33578724584104,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,757.807054212346,278.784880945666,84.1464124900996,129.156897120274
"2-89",707.072788825,30.11216143,4.25870743520477,718.4151,3.79900000000009,0.528802916308426,292.5567,2.80279999999999,0.958036510529409,2.56,0.81,1.28,4.61,12.57,0.01,0.01,0,0.02,0,2,"89",190,615,"2018-07-03","5",55,81.15,0.677757239679606,"Palani",1643,"Paper filter broke so water was turbid when put through final filter (and this was last time final filter was used)","","","30","P",191,"N","N","2","Y","","30P-2",0.028048,7.9419,0.0063208,11.253,0.060702,6.2262,0.0845173333333333,5.48983364140481,31.2446087492298,8.67529266789895,17.3505853357979,85.1940850277264,"TRUE","FALSE","FALSE",4.79223701606593,4.86911035120148,1.98282421441774,1010.9718,6.85193456561922,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,2033.33970490082,509.663702896588,62.433713453562,165.856426988599
"2-90",143.474298955,3.01120832999999,2.09877891157666,538.9127,11.1256,2.06445311086563,144.9036,8.66299999999998,5.97845740202451,1.25,0.17,0.6,0.74,11.41,0,0.01,0,0,0,2,"90",185,605,"2018-07-03","40",90,140.7,0.639658848614073,"Palani",1644,"","","","30","P",192,"Y","Y","2","N","","30P-3",0.033924,7.5192,0.046815,6.8034,0.036202,7.3748,0.0845173333333333,1.08742004264392,4.73347547974414,3.83795309168444,7.99573560767591,72.9850746268657,"TRUE","FALSE","FALSE",0.917746048752665,3.44720277185501,0.926888699360341,683.8163,4.37409147121535,FALSE,"P","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,389.398411157168,360.828570850829,29.1851910211827,105.878299885884
"2-91",16.66880111,0.33455266,2.00705892278776,132.9634,11.1256,8.36741539401068,289.3718,2.548,0.880528095688661,0.73,0.02,0.38,0.0422586666666667,8.79,0,0.01,0,0,0,2,"91",410,675,"2018-07-03","40",90,81.15,1.1090573012939,"Palani",1632,"Moved a couple meters from last location (small tree leaning close to being over the top of collector in old location)","","","Rain 3","Rain",193,"","","","","","R20",1,0,1,0,1,0,0.0845173333333333,0.22181146025878,0.468672828096118,4.21441774491682,8.09611829944547,97.4861367837338,"Rain","Rain","Rain",0.184866555748614,1.47464029574861,3.20929907578558,422.3352,4.6839393715342,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,78.4386303623399,154.354816252276,101.052053645218,113.378410280204
"2-92",9.977240065,0.33463079,3.35394144893716,74.35035,4.07029999999999,5.47448667020396,306.57035,2.80270000000002,0.914211044871109,0.65,0,0.39,0.0422586666666667,9.19,0,0.01,0,0,0,2,"92",410,680,"2018-07-03","40",90,81.15,1.1090573012939,"Palani",1633,"","","","Rain 3","Rain",194,"","","","","","R21",1,0,1,0,1,0,0.0845173333333333,0,0.468672828096118,4.32532347504621,7.20887245841035,101.922365988909,"Rain","Rain","Rain",0.110653309408503,0.824587985212569,3.40004085027726,380.9207,4.22462883548983,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,46.9500499964189,86.3119821886503,107.057990634309,102.260440069458
"2-93",26.53888588,0,0,35.5464,2.4422,6.87045664258547,331.92235,12.2301,3.6846268411874,0.94,0.03,0.41,0.0422586666666667,11.32,0,0.01,0,0,0,2,"93",415,675,"2018-07-03","90",140,140.7,0.995024875621891,"Palani",1634,"","","","Rain 3","Rain",195,"","","","","","R22",1,0,1,0,1,0,0.0845173333333333,0.298507462686567,0.420484245439469,4.07960199004975,9.35323383084577,112.636815920398,"Rain","Rain","Rain",0.264068516218905,0.35369552238806,3.30270995024876,367.46875,3.65640547263682,FALSE,"Rain","Rain",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,112.043915407785,37.0223216637019,103.993306695929,88.5061498333643
"2-94",75.7220334,0,0,277.18935,0.542699999999968,0.19578674288892,202.99665,6.11510000000001,3.01241424427448,2.17,0.08,0.95,2.56,10.83,0,0.01,0,0,0,2,"94",270,635,"2018-07-03","30",80,81.15,0.985828712261245,"Palani",1637,"Also photo 1636 (without leaves removed)","","","32","K",196,"Y","N","3","N","","32K-1",0.063418,6.1289,0.05161,6.5867,0.07529,5.7476,0.0845173333333333,0.788662969808996,25.2372150338879,9.36537276648182,21.392483056069,106.765249537893,"FALSE","FALSE","TRUE",0.74648954676525,2.73261219963031,2.00119926062847,480.186,4.73381146025878,FALSE,"K","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,316.734508256284,286.030332399494,63.0122934212033,114.585603134003
"2-95",32.56130254,0,0,192.5261,10.8542,5.63778105929535,194.84325,4.07669999999999,2.09229726972835,2.39,0.04,1,1.97,14.03,0,0.01,0,0.03,0,2,"95",265,630,"2018-07-03","60",110,81.15,1.35551447935921,"Palani",1641,"","","","32","K",197,"N","Y","4","Y","","32K-2",0.051783,6.5793,0.061958,6.1807,0.039465,7.183,0.0845173333333333,0.542205791743685,26.7036352433765,13.5551447935921,32.3967960566851,190.178681454097,"FALSE","FALSE","TRUE",0.441373170597659,2.60971916204559,2.64112846580407,387.36935,5.25084762784966,FALSE,"K","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,187.274041214041,273.166766762666,83.1619145202332,127.10086733556
"2-96",125.23973358,0.669105319999984,0.534259616236389,471.07355,6.78390000000002,1.44009359048073,359.1853,7.13420000000002,1.98621714195988,2.33,0.14,0.98,0.71,14.76,0,0.01,0,0,0,2,"96",265,625,"2018-07-03","50",100,140.7,0.710732054015636,"Palani",1640,"Note from later: dead bug in backup (filtered at Columbia) sample","","","32","K",198,"Y","N","3","N","","32K-3",0.01724,9.0234,0.019181,8.7863,0.014709,9.3762,0.0845173333333333,0.995024875621891,5.04619758351102,6.96517412935323,16.5600568585643,104.904051172708,"FALSE","FALSE","TRUE",0.890118930916844,3.34807071783937,2.55284506041222,830.25885,5.9009157782516,FALSE,"K","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,377.676262307013,350.45213530488,80.3821114520336,142.836274568686
"2-97",383.367541765,5.01868054999999,1.30910418938815,250.32505,5.9699,2.38485920606028,182.74055,3.8219,2.09143509746468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"97",455,645,"2018-07-03","220",270,81.15,3.3271719038817,"Palani",1704,"Bag seems intact, maybe a lot of water dripped off ends of brown palm fronds into collector?","","","33","PK",199,"Y","Y","2","N","","33PK-1",0.12962,4.5404,0.11056,4.8938,0.13188,4.5019,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",12.755297138207,8.32874473197782,6.08009223659889,433.0656,14.4088369685767,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,5412.05537872491,871.793525799395,191.445481506041,348.777151005003
"2-98",222.434977115,0.334630789999983,0.150439824860358,217.35525,3.52770000000001,1.62301117640361,172.8036,6.8794,3.98105132069008,1.41,0.24,1.12,1.14,11.81,0,0.02,0,0.01,0,2,"98",460,655,"2018-07-03","50",100,81.15,1.23228589032656,"Palani",1705,"","","","33","PK",200,"N","N","3","Y","","33PK-2",0.019207,8.7833,0.021482,8.5345,0.039511,7.1804,0.0845173333333333,2.95748613678373,14.0480591497227,13.8016019716574,17.3752310536044,145.532963647566,"TRUE","FALSE","TRUE",2.74103483813925,2.67843807763401,2.12943438077634,390.15885,4.80787245841035,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,1163.01738628953,280.35977214797,67.0500667587387,116.37830743014
"2-99",1476.56519725,6.69183450000004,0.453202778479617,874.85215,5.15569999999991,0.589322435796713,98.53115,2.03829999999999,2.06868589273544,3.94,1.5,1.93,10.26,11.56,0,0.03,0,0.01,0,2,"99",470,625,"2018-07-03","80",130,140.7,0.923951670220327,"Palani",1703,"Note from later: dead bug in backup (filtered at Columbia) sample","","","33","PK",201,"N","N","5+","Y","","33PK-3",0.01201,9.8268,0.0095272,10.341,0.027213,8.009,0.0845173333333333,13.8592750533049,94.7974413646055,17.8322672352523,36.4036958066809,106.80881307747,"TRUE","FALSE","TRUE",13.6427488018834,8.08321105188344,0.910380206112296,973.3833,8.99359125799574,FALSE,"PK","Tfall",1.08954099905075,0.235683049148921,0.955357488384735,3.17588704040896,5788.59992313789,846.092813439929,28.6653837031642,217.69689969482
"3-107",170.57521299,0.334552659999981,0.196132048810394,771.7845,10.0676,1.3044573971102,387.2451,9.59819999999996,2.47858526808989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"107",345,725,"2018-07-08","0",25,81.15,0.308071472581639,"Palani",1716,"","","","36","C",314,"","","","","","36C-2",0.02284,8.3983,0.022537,8.428,0.024392,8.2522,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",0.52549357051756,2.37764787430684,1.19299168207024,1159.0296,3.57063955637708,FALSE,"C","Tfall",0.738156326894705,0.220263081499984,0.336914199541309,1.44350418552701,238.575419420707,705.713168974144,82.645529817753,200.550588913407
"3-4",84.086514005,1.33828877,1.59156172168158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4",270,5,"2018-07-06","0",30,81.15,0.369685767097967,"Omar",1752,"","","","2","K",214,"","","","","","2K-1",0.014933,9.3427,0.015556,9.2518,0.013029,9.6458,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","TRUE",0.310855874325323,NA,NA,NA,NA,FALSE,"K","Tfall",0.738156326894705,0.220263081499984,0.336914199541309,1.44350418552701,141.129358677998,NA,NA,NA
"4-108",566.549577165,11.37580613,2.00791009092695,2643.5065,19.5910000000003,0.741098991056022,281.4061,1.29699999999997,0.460899745954323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"108",345,745,"2018-07-13","",30,140.7,0.213219616204691,"Palani",1864,"","","","36","C",420,"","","","","","36C-3",0.0054017,11.602,0.0016782,14.2,0.01484,9.3566,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",1.20799483404051,5.63647441364605,0.600013006396588,2924.9126,6.23648742004264,FALSE,"C","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,307.676231016611,434.662298202578,18.8763278914442,139.35035490328
"4-12",129.756546075,2.34210301000001,1.8049979602927,302.95625,6.80250000000001,2.24537371320117,147.55095,4.40989999999999,2.98873033348819,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,4,"12",200,90,"2018-07-13","15",65,81.15,0.800985828712261,"Omar",1806,"Sunny when photo taken","","","4","N",327,"","","","","","4N-3",0.010993,10.023,0.0074255,10.895,0.033114,7.5729,0.077179,NA,15.6192236598891,NA,NA,NA,"FALSE","TRUE","FALSE",1.03933154588725,2.42663662969809,1.18186219963031,450.5072,3.6084988293284,FALSE,"N","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,264.717698953779,187.132483350498,37.1812246816191,80.6296170692099
"4-15",68.02669718,1.3383669,1.96741419983782,42.9647,0.544200000000004,1.26662120298758,149.4965,4.1506,2.77638606923908,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,4,"15",265,105,"2018-07-13","125",175,81.15,2.15650030807147,"Omar",1911,"","","","5","NPK",330,"","","","","","5NPK-3",0.062733,6.1531,0.087415,5.4158,0.052304,6.5571,0.077179,NA,35.3666050523722,NA,NA,NA,"TRUE","TRUE","TRUE",1.46699593425755,0.926533887861984,3.22389248305607,192.4612,4.15042637091805,FALSE,"NPK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,373.643799832606,71.4505769928878,101.423220743827,92.7386441811195
"4-18",56.651008245,0.669183449999998,1.18123837638681,89.4938,4.8978,5.47278135468603,102.28405,2.07530000000001,2.0289575940726,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,4,"18",35,150,"2018-07-13","20",70,81.15,0.862600123228589,"Omar",1921,"","","","6","C",333,"","","","","","6C-3",0.01668,9.0968,0.015303,9.2882,0.017228,9.0249,0.077179,NA,2.9328404189772,NA,NA,NA,"FALSE","FALSE","FALSE",0.488671666931608,0.771973629081947,0.882302341343192,191.77785,1.65427597042514,FALSE,"C","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,124.464652040954,59.5315097955866,27.757112124291,36.9637470679183
"4-21",393.90677092,2.00747222000002,0.509631305730393,188.13005,2.9931,1.59097390342478,121.35065,24.6439,20.308008238934,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,4,"21",125,160,"2018-07-13","20",70,81.15,0.862600123228589,"Omar",1917,"Note from later: filtered at Columbia with 0.45ľm PES filter","","","7","PK",336,"","","","","","7PK-3",0.010775,10.068,0.0037588,12.408,0.020694,8.6176,0.077179,NA,9.31608133086876,NA,NA,NA,"TRUE","FALSE","TRUE",3.39784029136168,1.62281004313001,1.04677085643869,309.4807,2.6695808995687,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,865.4297725312,125.14460123963,32.9312693269928,59.6500915887956
"4-24",7.133269,0,0,223.367,12.5166,5.60360303894488,212.533,11.414,5.37046011678187,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,4,"24",95,105,"2018-07-13","55",105,81.15,1.29390018484288,"Omar",1587,"Note from later: filtered at Columbia with 0.45ľm PES filter","","","Rain 2","Rain",339,"","","","","","R16",1,0,1,0,1,0,0.077179,NA,1.81146025878004,NA,NA,NA,"Rain","Rain","Rain",0.0922973807763401,2.890146025878,2.74996487985213,435.9,5.64011090573013,FALSE,"Rain","Rain",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,23.5081388179322,222.876468791874,86.5135225547669,126.024700038917
"4-27",31.3902901,0.334552660000003,1.06578390621501,179.96705,4.62569999999999,2.57030384173102,143.01125,8.81989999999999,6.16727704988243,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,4,"27",265,165,"2018-07-13","60",110,81.15,1.35551447935921,"Omar",1905,"Note from later: filtered at Columbia with 0.45ľm PES filter","","","9","NK",342,"","","","","","9NK-3",0.03733,7.3066,0.032764,7.5965,0.046117,6.8368,0.077179,NA,10.7085643869378,NA,NA,NA,"FALSE","TRUE","TRUE",0.425499927418361,2.43947942082563,1.9385382008626,322.9783,4.37801762168823,FALSE,"NK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,108.374812769715,188.122867888272,60.9861491658839,97.8240262931368
"4-3",42.598702705,1.33828877,3.14161860577721,5.1428,9.2514,179.890332114801,26.01775,1.5565,5.98245428601628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"3",205,20,"2018-07-13","DI WATER",NA,81.15,NA,"Omar",NA,"","","","1","P",318,"","","","","","1P-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE",NA,NA,NA,31.16055,NA,TRUE,"DI","DI",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,NA,NA,NA,NA
"4-6",114.86781982,0,0,218.87735,1.90469999999999,0.87021338662954,129.3923,35.539,27.4660856944347,NA,NA,NA,0.0385895,NA,NA,NA,NA,NA,NA,4,"6",270,35,"2018-07-13","90",140,81.15,1.72520024645718,"Omar",1803,"Sunny when photo taken","","","2","K",321,"","","","","","2K-3",0.02496,8.2011,0.016634,9.1028,0.023619,8.3238,0.077179,NA,0.665746149106593,NA,NA,NA,"FALSE","FALSE","TRUE",1.98169991063463,3.77607258163894,2.23227627849661,348.26965,6.00834886013555,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,504.738879942569,291.195571214029,70.2271092926003,134.252743515817
"4-9",1093.4723215,23.4202487999999,2.14182365108909,334.3838,19.5912,5.85889627428124,163.76405,21.2715,12.9891145217769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"9",125,80,"2018-07-13","10",60,81.15,0.739371534195933,"Omar",1913,"","","","3","NP",324,"","","","","","3NP-3",0.0031545,12.798,0.00028671,18.127,0.012557,9.7278,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",8.08482307948244,2.47233863216266,1.2108247689464,498.14785,3.68316340110906,FALSE,"NP","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,2059.20408219879,190.656838464329,38.0923831884527,82.2979495576067
"BCI-rain-1",32.56130254,0,0,99.5615,4.3536,4.3727746166942,82.30955,2.0753,2.52133561658398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.87105,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"BCI-rain-2",8.4716359,0,0,53.5766,1.0884,2.03148389408809,80.23425,15.0457,18.7522161670359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.81085,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"BCI-rain-3",5.6277039,0.33455266,5.94474524503678,109.9013,7.07459999999999,6.4372304968185,387.89365,4.15050000000002,1.0700097823205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.79495,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"BCI-rain-side",10.813699845,0.66918345,6.18829317987234,43.781,3.2652,7.45802973892784,77.2511,10.117,13.0962536455792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.0321,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"Micro-funnel",8.973503955,0.33463079,3.72909837314492,54.25685,2.44889999999999,4.51353147114142,516.6903,9.59820000000002,1.85763115738771,2.94,0.04,0.52,NA,5.43,0,0.01,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.94715,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"Micro-no-fnl",46.446370815,8.36451967,18.0089843904417,186.9056,9.25139999999999,4.9497714354198,503.84955,5.70689999999996,1.13265954092843,4.46,0.1,1.59,NA,5.65,0,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.75515,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
"Tfall-7-13",42.765979035,1.00373611,2.34704345053935,148.5395,19.5912,13.1892190292818,87.62745,14.2675,16.2819983920564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.16695,NA,FALSE,NA,"Tfall",NA,NA,NA,NA,NA,NA,NA,NA
